Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
Existing Customer,61.28762834048585,M,1,Unknown_Education,Divorced,$80K - $120K,Silver,38,3,7,3,16648.49576608989,802,33714.0,0.899,709.032866357593,12.0,0.8,0.023
Attrited Customer,56.36886762687654,F,3,High School,Married,$40K - $60K,Blue,36,1,6,4,1377.6012350118415,0,4527.0,0.801,898.2920446515611,16.0,0.37,0.0
Attrited Customer,71.56463088934908,F,1,Uneducated,Married,$40K - $60K,Blue,44,5,5,3,2052.5112793406447,1711,3845.0,1.434,627.7508386125552,11.0,1.625,0.308
Existing Customer,47.07312649067494,M,2,Unknown_Education,Single,$60K - $80K,Blue,34,1,6,2,2728.4402963997636,1434,4838.0,1.172,1133.7366990537125,33.0,1.2,0.229
Existing Customer,54.39729067109735,F,5,Unknown_Education,Married,Less than $40K,Blue,22,2,5,3,3731.205505536422,896,5843.0,0.765,6331.485447297453,64.0,0.855,0.133
Existing Customer,48.97060022704795,M,2,Unknown_Education,Single,$60K - $80K,Blue,36,5,6,2,2959.60122219655,2480,5097.0,0.435,344.26775659669124,14.0,0.167,0.327
Existing Customer,57.17571419079353,F,1,Graduate,Married,Less than $40K,Blue,30,1,6,3,755.4934030774097,803,1216.0,0.882,3819.107622084114,44.0,0.478,0.398
Existing Customer,60.38560080489389,M,2,Unknown,Married,$80K - $120K,Blue,43,6,9,2,1737.1523956363467,1519,4255.0,0.458,2169.4016925608266,28.0,0.667,0.263
Attrited Customer,54.22645386404201,F,3,Graduate,Single,Unknown,Blue,36,3,6,2,1376.5148789878713,0,3375.0,0.629,3414.45841789947,50.0,0.807,0.0
Attrited Customer,55.02014588552743,M,4,Unknown_Education,Married,$60K - $80K,Blue,36,3,6,2,3830.6691611176475,1737,5006.0,0.598,852.9895977158121,11.0,0.579,0.258
Existing Customer,34.30370584666325,M,0,Graduate,Single,$60K - $80K,Blue,13,3,9,3,2718.9436039444113,0,7102.0,0.537,795.2131396502483,21.0,0.281,0.0
Attrited Customer,57.717340221114085,F,4,Unknown_Education,Single,,Silver,30,2,6,2,15567.310445544428,1963,32553.0,0.758,4743.671663374324,45.0,0.792,0.057
Existing Customer,52.513161604984845,M,4,College,Married,$60K - $80K,Blue,24,3,10,4,3388.941349731351,0,6231.0,1.054,551.0438906746542,13.0,0.875,0.0
Existing Customer,50.58022812247625,M,2,Uneducated,Married,$80K - $120K,Gold,33,5,9,2,13339.730082472664,1642,32874.0,0.891,1819.0085379437612,33.0,0.868,0.048
Existing Customer,61.50215894710199,M,5,Post-Graduate,Unknown,$40K - $60K,Blue,36,1,6,2,6079.552124215835,2330,8201.0,0.757,3037.8258845150854,44.0,0.662,0.221
Attrited Customer,77.65764507597132,M,0,Unknown_Education,Married,Less than $40K,Blue,56,6,6,0,974.1350364567697,1915,300.0,0.794,558.1437157308616,12.0,0.588,0.865
Attrited Customer,64.34604273265666,F,2,Unknown_Education,Married,Less than $40K,Blue,43,1,8,3,2086.5673943959437,1039,2644.0,0.595,1710.2481439633102,28.0,0.755,0.282
Existing Customer,46.08555201599973,F,2,Graduate,Divorced,Less than $40K,Blue,31,5,9,4,,918,5880.0,0.671,1223.1289472570202,28.0,0.605,0.135
Existing Customer,85.2930492812243,M,1,Uneducated,Married,$60K - $80K,Blue,36,6,7,3,3323.449849189629,1669,7852.0,1.308,1187.737772627062,23.0,0.4,0.175
Existing Customer,47.272136762851375,M,2,Post-Graduate,Married,$80K - $120K,Blue,37,5,5,1,18329.22274532689,0,34058.0,0.552,1526.009108857897,30.0,0.781,0.0
Existing Customer,64.13222199127951,F,4,Uneducated,Single,Less than $40K,Blue,51,5,7,3,1326.3478002082054,1446,2099.0,0.638,1261.888590753486,30.0,0.917,0.408
Existing Customer,70.26106766769001,F,2,Uneducated,Divorced,Less than $40K,Silver,34,6,9,2,,2222,11656.0,0.853,562.8156846389536,20.0,0.357,0.16
Existing Customer,73.5418665673318,M,1,Unknown_Education,Single,$60K - $80K,Blue,46,6,6,1,,1053,1488.0,0.926,1336.93341643601,46.0,0.745,0.414
Existing Customer,58.86453395438157,M,1,Unknown,Divorced,$80K - $120K,Blue,36,3,5,0,1214.6304152315283,2517,614.0,0.602,489.847911132915,15.0,0.481,0.804
Existing Customer,47.54027905991333,M,2,Graduate,Married,,Blue,38,4,6,3,1008.1193672064082,2282,223.0,0.712,1122.8533112380183,40.0,0.833,0.911
Existing Customer,57.50348927240083,M,2,Graduate,Single,,Blue,31,6,8,3,,1730,1531.0,0.682,1383.9775141511664,21.0,0.667,0.531
Attrited Customer,46.39456685857703,F,0,Graduate,Married,Less than $40K,Blue,23,5,7,3,1498.7604747364276,1632,866.0,0.712,734.1897144873953,16.0,1.188,0.653
Attrited Customer,44.02220371818148,F,2,College,Unknown,Less than $40K,Blue,23,4,7,3,,971,953.0,0.806,1024.5002445668827,38.0,0.6,0.505
Existing Customer,44.95430516797725,M,3,Unknown_Education,Single,$80K - $120K,Blue,33,6,7,2,19830.257674668243,2135,32381.0,0.488,941.2293214789815,32.0,0.703,0.062
Existing Customer,59.41469735796485,M,4,Graduate,Married,Less than $40K,Blue,34,3,6,2,,1812,765.0,0.666,1726.7941304045412,35.0,0.824,0.703
Existing Customer,67.33815023192001,M,3,College,Single,$120K +,Blue,36,6,5,0,17434.46827680323,1901,32615.0,0.914,471.43174324951724,18.0,1.15,0.055
Attrited Customer,55.990413784091686,F,2,Graduate,Married,Unknown,Blue,34,2,7,2,2710.0867179840457,0,7551.0,0.894,977.0775792446486,19.0,0.394,0.0
Existing Customer,72.71470791008252,M,0,Uneducated,Divorced,$80K - $120K,Blue,39,4,9,3,952.8872059002357,1832,963.0,0.839,1622.8577100739042,34.0,0.861,0.655
Existing Customer,54.144106387672934,M,2,Graduate,Married,$80K - $120K,Blue,36,2,8,2,10712.137442843376,1933,17208.0,1.05,3454.830312102409,41.0,0.781,0.101
Existing Customer,45.90910183048787,M,2,Doctorate,Single,$120K +,Blue,23,5,6,1,6297.952718978778,1102,13812.0,0.823,1722.8083412601522,52.0,0.673,0.074
Attrited Customer,64.17026256919146,F,3,Unknown,Single,Less than $40K,Blue,37,2,8,2,2876.367476799178,0,5855.0,0.962,3905.8246081606685,43.0,0.86,0.0
Existing Customer,52.511227568948215,F,2,College,Single,Unknown,Blue,33,2,8,1,1028.125638396384,1334,834.0,0.622,1674.581996095269,42.0,0.738,0.615
Attrited Customer,56.57915428957707,M,3,Graduate,Single,$40K - $60K,Blue,38,1,9,1,,1869,1882.0,0.926,2874.4788785857845,56.0,0.71,0.498
Attrited Customer,48.61803164605635,F,2,High School,Single,$40K - $60K,Blue,42,1,8,2,672.3098304854997,1313,892.0,0.929,1132.7883259479502,47.0,0.673,0.595
Attrited Customer,62.791743807975436,F,3,Graduate,Unknown,Less than $40K,Blue,39,1,6,3,1457.4735519470107,2517,770.0,0.586,1372.4521962104234,29.0,0.66,0.766
Attrited Customer,64.3015784256408,M,4,Graduate,Married,$80K - $120K,Blue,39,6,6,2,6591.770968613247,1853,15432.0,0.882,1566.5303681130692,35.0,0.714,0.107
Attrited Customer,71.66518115044164,M,4,Graduate,Married,$60K - $80K,Blue,36,4,4,3,5428.106524724508,1625,7750.0,0.532,980.9638160918328,17.0,0.5,0.173
Existing Customer,36.83088977939596,M,5,Unknown,Married,$60K - $80K,Blue,35,6,9,2,4162.369724622494,1253,12397.0,0.743,684.3019680229906,29.0,0.71,0.092
Attrited Customer,58.31229822159244,F,3,High School,Married,Unknown,Blue,45,5,7,3,,1354,1141.0,0.623,503.64734597654194,14.0,0.476,0.543
Existing Customer,45.220007577182734,F,1,Unknown,Single,Less than $40K,Blue,28,3,8,1,630.1073187861763,0,1438.3,0.799,1199.2619579966815,32.0,0.64,0.0
Attrited Customer,64.35673298628657,F,4,Doctorate,Married,Less than $40K,Blue,37,6,7,2,1210.490161347435,2517,1202.0,0.666,719.7214207141909,21.0,0.536,0.677
Existing Customer,59.84839782295234,M,2,Post-Graduate,Single,$80K - $120K,Blue,40,6,4,3,,1407,7288.0,0.634,832.9623018531613,22.0,0.706,0.162
Attrited Customer,59.63803660302139,F,2,Unknown_Education,Single,Less than $40K,Blue,36,3,9,3,2057.004772645952,0,4281.0,0.447,635.4645741544235,20.0,0.375,0.0
Attrited Customer,64.27326147212105,M,2,Unknown_Education,Married,$80K - $120K,Blue,31,3,6,3,7740.835181327412,321,12585.0,0.76,730.97417279336,32.0,0.55,0.025
Existing Customer,61.17910288209153,F,3,Unknown_Education,Married,$40K - $60K,Blue,47,5,5,0,1070.5499888102825,1540,389.0,1.142,1095.5818290952486,16.0,0.786,0.798
Attrited Customer,59.448712957614575,M,5,Doctorate,Single,$60K - $80K,Blue,39,4,8,3,4995.434722254869,0,11464.0,1.02,979.9157609606171,32.0,1.037,0.0
Existing Customer,60.41973994731215,F,3,Uneducated,Married,Unknown,Blue,34,2,8,3,6462.772443580685,0,11343.0,0.709,1658.2594143788563,45.0,0.679,0.0
Existing Customer,58.407542809382655,F,2,Unknown_Education,Single,Unknown,Blue,34,4,7,2,964.1872191469819,1835,1189.0,0.793,4166.28689056067,48.0,0.662,0.607
Existing Customer,60.31099259395708,M,3,Unknown,Married,$40K - $60K,Blue,35,6,8,4,1112.764690495536,0,2173.0,0.857,866.8024970704497,34.0,0.714,0.0
Existing Customer,72.49866926041247,M,2,Graduate,Married,,Blue,43,4,9,4,7342.765954274024,1516,13861.0,0.627,754.1659086247627,21.0,1.042,0.099
Attrited Customer,41.9556252204306,F,3,College,Single,$40K - $60K,Silver,28,2,5,2,10789.447376412692,1873,20488.0,0.701,3710.314669631762,35.0,0.567,0.084
Existing Customer,54.65659480735165,M,2,Doctorate,Married,$40K - $60K,Blue,29,3,9,2,1000.7190997910593,1009,799.0,0.796,413.31202627715135,13.0,0.944,0.558
Existing Customer,43.27163303871729,M,2,High School,Unknown,$40K - $60K,Blue,19,4,9,3,4767.993273514084,938,7661.0,0.537,623.7096041358074,20.0,0.73,0.109
Existing Customer,42.29016509676074,M,3,Doctorate,Single,$60K - $80K,Blue,30,6,5,3,2661.2296582623944,1023,4901.0,0.765,1554.9101672112101,26.0,0.778,0.173
Attrited Customer,56.116332455476105,M,3,Unknown_Education,Single,,Blue,37,3,8,2,1025.9547030613232,468,2566.0,0.553,1792.4872007101976,37.0,0.784,0.154
Existing Customer,58.24144521491819,F,3,Unknown,Unknown,$40K - $60K,Blue,36,2,10,2,2219.8439595634127,0,4451.0,0.726,1437.016255534702,45.0,0.974,0.0
Existing Customer,49.03387033536859,F,3,High School,Married,,Blue,35,2,8,1,1459.2621715050007,2250,298.0,0.581,1028.4796490451586,25.0,0.791,0.883
Attrited Customer,63.69569962288844,F,4,High School,Married,$40K - $60K,Blue,43,4,8,2,862.7897053531152,0,1438.3,0.722,753.7719613997701,27.0,0.452,0.0
Existing Customer,63.16551291892263,F,3,Unknown_Education,Married,Less than $40K,Blue,34,2,8,2,1340.1211831002965,2336,1724.0,0.943,2378.81762660823,47.0,0.706,0.575
Attrited Customer,42.786147580443284,F,3,Unknown_Education,Divorced,Less than $40K,Blue,29,5,7,2,1484.7177174883782,2517,653.0,1.301,493.94243523602046,23.0,0.815,0.794
Existing Customer,79.47564740381739,M,1,High School,Single,$60K - $80K,Blue,51,6,6,4,5122.566329826363,1300,7673.0,0.568,1546.5451694738297,29.0,0.714,0.145
Attrited Customer,63.00839217986538,M,4,Uneducated,Married,$60K - $80K,Blue,42,3,5,0,3024.7119519558755,0,5693.0,0.928,1122.785797595457,29.0,0.684,0.0
Attrited Customer,54.6680366870859,F,1,Unknown,Married,Less than $40K,Blue,36,2,6,2,864.5717845292461,2143,331.0,1.53,563.7972127323817,20.0,1.0,0.866
Attrited Customer,67.6338103833105,M,3,Graduate,Married,$80K - $120K,Silver,36,2,6,1,19918.197302458942,761,33755.0,0.838,3112.811869654323,31.0,0.744,0.022
Existing Customer,68.0247972959292,M,4,College,Single,,Blue,41,6,6,4,7180.303886812226,1899,15854.0,0.851,1177.1093943001144,34.0,0.73,0.107
Existing Customer,68.43874872487419,F,1,Doctorate,Single,,Blue,40,5,6,2,,908,530.3,0.615,1068.0007476981746,24.0,0.897,0.631
Existing Customer,58.35218238834514,F,4,High School,Single,Unknown,Blue,37,3,7,3,3717.9263822375187,0,7632.0,0.557,1159.8096595394074,44.0,0.623,0.0
Existing Customer,54.49582400066795,M,0,High School,Divorced,$80K - $120K,Blue,36,3,4,4,5388.913698132827,0,16099.0,0.562,1685.9993725064398,41.0,0.76,0.0
Existing Customer,38.89206765739391,F,2,Unknown,Married,$40K - $60K,Blue,19,4,6,4,1061.8683385921493,1537,1370.0,0.79,1565.0542255023988,31.0,1.0,0.529
Existing Customer,72.21043981638641,M,1,College,Married,$60K - $80K,Blue,29,4,8,2,8852.416673033633,1040,18284.0,0.904,631.0548853625926,26.0,0.852,0.054
Attrited Customer,58.32825899461012,F,2,Unknown_Education,Single,,Blue,40,5,7,2,,1647,976.0,0.735,1907.3426329201734,35.0,0.804,0.628
Attrited Customer,57.36837251720459,F,0,Unknown_Education,Married,Less than $40K,Blue,36,6,8,4,1712.8013508392553,1699,1916.0,0.576,838.8294062603784,15.0,0.538,0.47
Existing Customer,56.9605570798613,F,3,Unknown_Education,Single,,Blue,33,5,7,2,696.5630229843825,2018,188.0,0.648,680.3598997219325,17.0,0.667,0.915
Existing Customer,72.12572240034638,M,1,Graduate,Single,$80K - $120K,Blue,39,1,5,3,2863.046297615484,1080,6482.0,0.561,1373.9209555061152,29.0,0.7,0.143
Attrited Customer,77.58090006509389,F,0,Graduate,Single,$40K - $60K,Blue,39,4,6,2,,1233,4297.0,0.859,1273.4167625506764,25.0,1.0,0.223
Existing Customer,48.44690603747825,M,2,Doctorate,Single,$80K - $120K,Blue,36,3,6,3,6161.831666333107,1101,9750.0,0.702,1693.1964979667346,31.0,0.757,0.101
Attrited Customer,73.30979963974073,F,2,Unknown_Education,Single,Less than $40K,Blue,36,3,5,2,467.3878312580876,0,1438.3,0.757,1960.2034961883928,38.0,0.795,0.0
Attrited Customer,64.26507806802891,F,1,Unknown,Single,$40K - $60K,Blue,36,2,9,1,2104.3625340119966,0,3959.0,0.806,1296.842228885263,37.0,0.804,0.0
Existing Customer,65.61065256613671,F,4,Graduate,Married,Less than $40K,Blue,41,3,6,3,1255.407801162905,672,2849.0,0.655,1032.151868962557,33.0,0.757,0.191
Existing Customer,46.15750068999254,F,4,Unknown,Married,Unknown,Blue,31,5,5,0,8088.037668264008,1276,14424.0,1.389,576.3018684770813,23.0,0.778,0.081
Existing Customer,54.49270985059815,F,3,Uneducated,Single,Less than $40K,Blue,25,2,6,3,943.0306624840166,966,650.0,0.647,1260.5393137826436,33.0,0.805,0.598
Attrited Customer,62.39547957549443,F,2,Unknown_Education,Single,Less than $40K,Blue,43,1,7,1,2126.0586734762564,0,5254.0,0.651,1243.6434693647552,40.0,0.712,0.0
Attrited Customer,49.07582107187777,M,3,College,Unknown,$60K - $80K,Blue,42,1,6,3,,1822,11067.0,0.88,2445.3739266275034,30.0,0.837,0.141
Existing Customer,58.633433170632586,F,3,Graduate,Single,,Blue,36,4,9,4,1404.0401193370722,1646,1004.0,0.747,1113.1104795555154,38.0,0.509,0.621
Attrited Customer,52.928568192636874,M,3,Doctorate,Single,$60K - $80K,Blue,35,3,6,3,5324.773117147703,1369,9959.0,0.585,869.8476933937396,15.0,0.312,0.121
Attrited Customer,42.65417953974643,F,4,Graduate,Single,Less than $40K,Blue,26,2,6,2,1491.5199310648682,1933,2458.0,0.579,789.2050212127283,14.0,0.385,0.44
Existing Customer,55.963629936276654,M,3,Unknown_Education,Married,$120K +,Blue,37,1,8,3,9442.706272170451,1171,15738.0,0.767,5065.379318754271,54.0,0.739,0.069
Attrited Customer,46.711990036148634,M,0,Unknown_Education,Unknown,$80K - $120K,Silver,35,5,7,3,13727.55928669927,1934,32582.0,0.626,2269.372309646841,36.0,0.553,0.056
Existing Customer,62.39162505177153,M,2,Unknown_Education,Married,$40K - $60K,Blue,31,2,7,2,856.5111563084213,1545,370.0,0.775,1312.333758523661,43.0,0.778,0.807
Attrited Customer,54.046191350624696,M,2,Unknown_Education,Single,$80K - $120K,Blue,35,2,8,2,3080.972076386955,961,4897.0,0.657,3103.8236048570616,43.0,0.708,0.164
Existing Customer,58.12022374519787,F,4,Unknown,Single,$40K - $60K,Silver,35,6,7,2,8254.204169839622,968,16017.0,0.455,1380.3623575530821,32.0,0.647,0.057
Attrited Customer,63.75450302935965,F,2,Graduate,Married,$40K - $60K,Silver,42,3,8,2,6221.729973595094,0,19220.0,0.997,1017.6450822898711,38.0,0.761,0.0
Existing Customer,52.347182150371765,F,4,High School,Married,Less than $40K,Blue,31,5,9,4,4360.232533311324,988,6723.0,0.884,936.7054909529936,18.0,0.68,0.128
Existing Customer,59.1323985732791,F,2,Graduate,Single,Less than $40K,Blue,36,3,6,2,1181.1648786626502,1597,446.0,0.814,943.2589600815542,33.0,0.694,0.782
Attrited Customer,55.54791945066156,M,4,Unknown,Married,$80K - $120K,Blue,41,2,6,6,2501.4037319524414,1357,3449.0,0.573,583.1638394584096,12.0,0.346,0.282
Attrited Customer,79.44414175164023,M,2,Unknown_Education,Married,$80K - $120K,Blue,36,1,6,2,4051.785630813768,1049,8910.0,0.976,3888.6883721416903,54.0,0.941,0.105
Existing Customer,64.87433568170925,M,5,Unknown_Education,Single,$80K - $120K,Blue,36,1,7,3,3012.0080158627225,696,6500.0,0.839,2363.6335237256403,55.0,0.898,0.097
Existing Customer,61.62426180151789,F,3,High School,Married,Less than $40K,Blue,31,6,6,5,639.4388882231866,688,750.3,0.976,1091.092796600738,31.0,0.72,0.478
Attrited Customer,63.73121634782285,F,4,Graduate,Unknown,$40K - $60K,Blue,35,3,9,2,1328.025884457743,1699,932.0,0.668,1908.3947615870552,52.0,0.704,0.646
Attrited Customer,39.472226053971994,M,1,College,Divorced,$40K - $60K,Blue,21,3,9,2,633.3258248939228,0,1438.3,0.745,710.7144490529292,50.0,0.712,0.0
Existing Customer,52.365425896652184,M,3,Unknown_Education,Married,$60K - $80K,Blue,26,5,10,2,,1542,4282.0,0.827,604.6518322293448,18.0,0.571,0.265
Attrited Customer,44.69045998501452,F,4,High School,Single,Less than $40K,Blue,30,3,7,3,2241.4906224607917,1212,4960.0,0.723,4958.039762098666,51.0,0.65,0.196
Attrited Customer,64.74678580318536,F,3,Unknown_Education,Married,Unknown,Blue,38,6,7,3,1210.8700002468584,0,4025.0,0.887,1095.9418707205675,54.0,0.673,0.0
Existing Customer,63.91093806962712,F,1,High School,Unknown,$40K - $60K,Blue,35,6,8,2,1059.1200429469882,0,1766.0,0.779,1824.9521618754216,44.0,0.673,0.0
Attrited Customer,60.59636025392966,M,2,Uneducated,Unknown,$120K +,Blue,38,6,8,1,20701.434743923026,397,34119.0,0.914,2120.258502076898,27.0,0.841,0.012
Existing Customer,58.64509983160065,F,1,High School,Married,,Blue,36,3,9,2,812.0535950299563,1033,824.0,0.95,1651.1098001682828,45.0,0.636,0.556
Attrited Customer,43.628337088442834,F,2,Unknown_Education,Married,Less than $40K,Blue,26,4,4,4,1671.9483116059725,2435,747.0,0.868,743.1716017483508,9.0,0.765,0.765
Existing Customer,48.50587840323056,F,2,Graduate,Married,,Blue,36,3,6,3,961.2594912679555,1674,749.0,0.644,1888.0667726795054,30.0,0.538,0.691
Attrited Customer,51.58768084525987,M,4,High School,Married,$40K - $60K,Blue,32,2,5,2,,1512,5627.0,1.106,6598.578005207686,52.0,0.75,0.212
Existing Customer,73.88114523003094,M,2,High School,Married,$120K +,Blue,46,4,4,3,12997.193895750144,1347,25682.0,0.381,392.22039749218646,11.0,0.421,0.05
Attrited Customer,68.96413689829144,M,5,Unknown_Education,Married,$60K - $80K,Blue,36,1,6,3,963.8691331943218,0,1866.0,0.798,629.5884192201748,25.0,0.355,0.0
Attrited Customer,63.56386623516185,F,2,Unknown_Education,Married,Less than $40K,Blue,44,3,7,3,1815.5354381420368,1901,3461.0,0.816,440.11971043171513,13.0,1.0,0.355
Attrited Customer,64.17555799817958,F,1,Graduate,Married,Less than $40K,Blue,35,5,7,2,1736.6696591998848,1881,1629.0,0.66,958.3995943380362,27.0,0.884,0.536
Existing Customer,74.00577077098629,M,0,Uneducated,Single,Less than $40K,Blue,53,5,8,2,1366.241855411749,1728,674.0,0.652,507.14895082746267,28.0,0.606,0.719
Attrited Customer,72.5748450669354,F,0,Unknown_Education,Married,Less than $40K,Blue,55,2,7,3,1307.3522749293438,0,3773.0,0.684,5553.579421364134,41.0,0.873,0.0
Attrited Customer,63.037924544986865,M,2,Unknown_Education,Married,$40K - $60K,Blue,43,3,9,1,3325.2625132927924,736,6370.0,0.687,2025.5340655229882,29.0,0.562,0.104
Existing Customer,67.06762942850214,M,2,Unknown,Married,$120K +,Blue,49,6,7,3,1816.1563334063542,1984,1402.0,0.573,422.4617906213816,18.0,0.194,0.586
Existing Customer,53.084432497241025,M,3,College,Single,$60K - $80K,Blue,33,6,6,4,2125.222746349636,0,5246.0,0.969,1289.818749885798,21.0,0.556,0.0
Existing Customer,48.26146351925132,M,4,Uneducated,Single,$80K - $120K,Blue,33,6,6,3,2308.684429288707,1519,2869.0,0.787,1056.8494022828816,44.0,0.574,0.346
Existing Customer,74.81616395772464,F,0,Unknown_Education,Married,Less than $40K,Blue,50,4,7,2,1249.4593899120428,1602,1545.0,0.569,673.1232680600522,11.0,0.643,0.509
Attrited Customer,55.401617548844946,M,3,Post-Graduate,Married,$80K - $120K,Blue,39,6,8,2,8821.99647959373,2323,26680.0,0.671,765.3362727750077,15.0,0.714,0.08
Attrited Customer,65.59510396271186,F,3,Unknown_Education,Married,Unknown,Blue,42,4,7,4,14695.46943774782,1501,23526.0,1.063,1095.8434881942317,27.0,0.771,0.06
Existing Customer,62.11874569949499,F,1,Unknown,Married,Less than $40K,Blue,36,1,7,2,3899.584980272246,0,6540.0,0.723,2437.9088966541754,39.0,0.6,0.0
Attrited Customer,52.11295057948628,F,4,Unknown,Single,,Blue,32,6,5,1,,2159,435.0,0.792,1000.2235764432158,36.0,0.511,0.832
Existing Customer,58.835379529957606,M,3,High School,Single,$40K - $60K,Blue,42,3,8,1,4128.597878475224,1359,6926.0,0.634,2539.330501030221,38.0,0.826,0.164
Attrited Customer,79.72222149425514,M,2,Unknown_Education,Single,$60K - $80K,Silver,48,5,6,3,19117.345622822628,1384,33132.0,0.625,1548.9157854748632,34.0,0.864,0.04
Attrited Customer,60.76810067191424,F,3,High School,Married,Less than $40K,Blue,39,3,7,0,635.6168108091019,316,1485.0,0.494,1033.3342813338663,19.0,0.4,0.175
Attrited Customer,72.0288805824245,F,3,Graduate,Divorced,$40K - $60K,Blue,47,1,7,2,,2517,1745.0,0.682,1233.6429662801115,36.0,0.744,0.591
Attrited Customer,40.75135481727301,F,0,High School,Single,Unknown,Blue,13,1,6,4,3249.72438501796,0,6152.0,0.391,242.34841256265864,11.0,0.533,0.0
