Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,churn,prediction,proba
Existing Customer,56.35859539603844,F,2,Post-Graduate,Single,Less than $40K,Blue,16,3,7,2,1345.5427927362275,2446,527.0,0.612,1708.7589730454604,28.0,0.95,0.823,0,0,0.10936828042395544
Attrited Customer,58.3732270097688,M,3,Doctorate,Single,$40K - $60K,Blue,37,5,8,3,1985.8540648697128,0,4354.0,0.738,1133.357843152157,22.0,0.686,0.0,1,1,0.6213015259321157
Existing Customer,59.531840910424414,M,4,College,Unknown,$120K +,Blue,34,5,7,3,3794.910768448349,1590,7284.0,0.698,659.2879069392507,30.0,0.647,0.179,0,1,0.9437602738674175
Attrited Customer,65.79976890712953,F,1,Graduate,Single,Less than $40K,Blue,50,4,7,4,1738.632101450195,606,3082.0,0.57,3494.116747572767,58.0,0.791,0.164,1,0,0.02835620999218967
Attrited Customer,53.05253412800286,M,2,Graduate,Married,$40K - $60K,Blue,42,2,8,3,1348.3081260396357,1657,773.0,0.659,2862.538807695316,37.0,0.449,0.682,1,1,0.9840798227200136
Attrited Customer,67.74409191163363,F,1,Uneducated,Married,Less than $40K,Blue,36,5,6,2,1141.9874480680692,2000,258.0,0.611,840.8607054013173,15.0,0.68,0.886,1,1,0.8690822859101329
Attrited Customer,73.48129373489911,F,0,Graduate,Single,Less than $40K,Blue,36,1,6,4,516.663088179683,0,1682.0,0.75,464.3129501153463,16.0,0.5,0.0,1,1,0.9999068150746724
Attrited Customer,55.20465102979877,M,3,Unknown_Education,Married,$80K - $120K,Blue,44,3,7,3,,0,11606.0,0.797,687.1914413789941,15.0,0.393,0.0,1,1,0.9996101212887435
Existing Customer,41.44776458988562,M,1,Unknown_Education,Single,,Blue,26,4,6,2,928.7111601509006,0,2037.0,0.88,759.5647880055168,29.0,0.641,0.0,0,1,0.9901375758940705
Existing Customer,68.29396467537879,F,2,Graduate,Married,$40K - $60K,Silver,41,6,9,1,9294.870668563157,2076,13926.0,0.293,1146.9985658271137,23.0,1.167,0.13,0,0,0.0022320142606241282
Existing Customer,48.49630921117913,M,2,High School,Married,,Blue,26,4,5,4,7357.7043039185055,1691,14291.0,0.808,627.4887026428813,13.0,0.739,0.106,0,1,0.9506503331097579
Attrited Customer,56.95171277475583,M,3,Unknown_Education,Married,$80K - $120K,Blue,34,5,8,4,792.984918827575,1427,437.0,0.725,1905.518986233862,25.0,0.587,0.766,1,0,0.01235619487482472
Existing Customer,46.73989889829611,M,4,Unknown,Married,$60K - $80K,Blue,36,5,6,2,,857,877.0,0.752,2355.9512716615563,41.0,0.714,0.494,0,1,0.6340877061355038
Attrited Customer,46.514321801253445,F,2,Graduate,Unknown,$40K - $60K,Blue,23,6,5,3,761.8796556515847,901,1123.0,0.659,1948.3944480348064,46.0,0.75,0.445,1,0,0.011079196623976195
Existing Customer,41.92236739137847,M,0,High School,Married,$60K - $80K,Blue,36,5,8,4,2086.3359554471645,2252,2264.0,0.889,843.1327896123784,13.0,0.846,0.499,0,1,0.8615749657949463
Existing Customer,59.18907835780551,M,3,Uneducated,Married,$80K - $120K,Blue,42,4,9,3,5596.971893547215,1626,8101.0,1.006,1584.4315678916494,30.0,0.676,0.167,0,0,0.012185251488449704
Existing Customer,55.59593691547815,F,2,High School,Single,Unknown,Blue,30,2,5,1,10491.207553692577,0,27670.0,0.645,5913.897849698142,70.0,0.797,0.0,0,0,0.49973118612047035
Attrited Customer,66.54070268908313,F,1,Uneducated,Single,Less than $40K,Blue,43,6,6,3,795.1799535785993,1257,869.0,0.632,1344.997724071258,41.0,0.892,0.591,1,0,0.010122835570592771
Existing Customer,70.72960787872583,F,2,Graduate,Married,Less than $40K,Blue,47,3,4,2,1921.1977590960048,1300,3280.0,0.519,683.8462882169069,11.0,0.7,0.284,0,1,0.9271629079844923
Attrited Customer,28.59693745648732,M,0,High School,Single,$40K - $60K,Blue,15,3,5,3,1319.076397981367,0,3324.0,0.537,410.22441749061306,10.0,0.692,0.0,1,1,0.9961133384731626
Existing Customer,55.85802252493335,F,3,Graduate,Divorced,Unknown,Blue,41,3,10,3,2732.86477761033,0,7860.0,0.598,1293.630464193746,30.0,0.617,0.0,0,1,0.5216676417924851
Existing Customer,45.259140115568016,M,3,College,Married,$120K +,Blue,26,3,5,3,7279.508594259555,939,16177.0,1.575,822.8768980204634,24.0,0.731,0.055,0,1,0.8594597212043388
Existing Customer,55.70188140414332,F,3,Unknown,Married,Less than $40K,Blue,31,4,7,2,2245.6758919425088,0,5702.0,0.773,1854.28656859956,26.0,0.744,0.0,0,0,0.315620888755212
Existing Customer,59.421559453261885,M,3,High School,Married,,Blue,42,4,7,2,4671.437305446267,1805,8350.0,0.673,542.5081176193983,18.0,0.815,0.178,0,1,0.8482827220911947
Attrited Customer,74.6284994236388,F,1,High School,Single,Less than $40K,Blue,46,2,6,2,,1939,5545.0,0.994,2319.7763632939937,30.0,0.333,0.259,1,1,0.9943616536803503
Existing Customer,41.54628403697631,M,3,Unknown,Single,$40K - $60K,Blue,24,3,7,4,1899.345864851704,1721,2841.0,0.896,688.0489479114601,29.0,1.5,0.377,0,1,0.8462360066246406
Attrited Customer,59.835168633126,M,2,High School,Married,,Silver,35,4,9,3,19897.737343956,511,32669.0,0.681,216.8390692408228,8.0,0.273,0.015,1,1,0.998117435369254
Existing Customer,75.32124302982658,F,1,Doctorate,Single,Unknown,Silver,48,1,5,1,17204.57039169829,1542,32974.0,0.603,1595.425611418202,36.0,0.556,0.045,0,1,0.9658874512885068
Existing Customer,55.84291443030385,M,3,Graduate,Single,$40K - $60K,Blue,19,5,5,3,600.8967612198622,0,1705.0,0.604,1092.455820738629,29.0,0.824,0.0,0,1,0.842353581487017
Existing Customer,57.06864937074176,F,3,Graduate,Married,Less than $40K,Blue,37,3,6,4,719.5852654322856,0,1438.3,0.868,804.6177810318707,31.0,0.86,0.0,0,1,0.9972293144344107
Existing Customer,53.5094607521738,F,3,High School,Single,Unknown,Blue,25,5,5,2,5984.26651044846,1870,8435.0,0.722,1778.0248272867186,26.0,0.8,0.181,0,0,0.04737820281483418
Existing Customer,65.73178409005504,M,2,Graduate,Divorced,$60K - $80K,Blue,41,2,8,3,2746.5470626066394,1234,5830.0,0.955,6755.935421956565,51.0,0.585,0.175,0,1,0.634170314125217
Attrited Customer,64.44557341585397,M,3,Unknown_Education,Single,$80K - $120K,Blue,36,3,6,2,2528.164591292328,0,7421.0,0.708,1362.3786508112694,35.0,0.786,0.0,1,0,0.2753775663131092
Attrited Customer,67.89749723877057,M,2,Graduate,Married,,Blue,39,4,6,4,,2276,4232.0,1.008,1089.7427704662273,38.0,0.711,0.35,1,0,0.08125879931645344
Attrited Customer,54.91747372234462,F,3,Unknown_Education,Married,Less than $40K,Blue,35,5,8,2,981.6251846403948,729,992.0,0.902,2116.324568814636,27.0,0.644,0.424,1,0,0.4157750184279738
Existing Customer,65.72579024164165,F,1,Graduate,Single,Less than $40K,Blue,54,3,8,2,1074.746761318815,0,2721.0,0.734,907.4974101296012,18.0,0.682,0.0,0,1,0.9715696400047726
Existing Customer,66.41481865120512,F,2,Unknown,Single,Less than $40K,Blue,36,2,7,2,627.0885905528182,1506,82.0,0.615,2009.3303303081905,25.0,0.619,0.948,0,1,0.6148881844931485
Existing Customer,52.09747728396083,F,2,Graduate,Married,Unknown,Blue,36,3,7,2,2402.204352921956,0,6038.0,0.666,961.9170846110164,30.0,0.688,0.0,0,1,0.7201038449258917
Existing Customer,44.18533769516502,M,2,Unknown,Single,,Blue,24,6,9,3,13410.275839524364,1180,33336.0,0.801,933.850503371645,25.0,0.605,0.034,0,0,0.2868183960246443
Attrited Customer,53.350531187912026,F,2,Post-Graduate,Married,Less than $40K,Blue,32,1,6,3,812.196039782535,1561,979.0,0.894,2391.032233806733,33.0,0.745,0.615,1,1,0.6721931292592964
Existing Customer,47.89181519121967,F,3,High School,Married,Less than $40K,Blue,36,3,7,2,4019.638279848299,2451,7033.0,0.637,3490.999585051712,56.0,0.508,0.258,0,0,0.388580167495074
Existing Customer,75.53468740650098,F,5,Uneducated,Married,Less than $40K,Blue,36,6,6,4,1144.438435765345,1798,533.0,0.847,889.894806119171,22.0,0.692,0.771,0,0,0.24581619729432655
Existing Customer,39.5430342703374,M,4,Uneducated,Single,$80K - $120K,Blue,30,3,7,4,8652.322936725921,0,14480.0,0.703,344.08235407210884,14.0,0.654,0.0,0,1,0.9977090937273938
Existing Customer,44.02455448328124,F,1,Unknown_Education,Unknown,Less than $40K,Blue,32,3,7,3,716.2445227540036,1338,442.0,0.966,1783.4722043553531,36.0,0.673,0.752,0,0,0.010765054313299952
Existing Customer,53.601290012304425,M,2,Graduate,Divorced,$60K - $80K,Blue,39,3,4,1,1724.5999587623878,870,2429.0,0.63,2246.76346041799,40.0,0.829,0.264,0,1,0.9015079186604978
Existing Customer,66.40658669889258,M,1,Graduate,Single,$80K - $120K,Blue,43,4,5,3,3864.003329439668,1018,10891.0,1.006,563.026487383616,21.0,0.656,0.085,0,1,0.9819711959892194
Attrited Customer,70.55430339313325,F,3,Unknown_Education,Single,Less than $40K,Blue,36,2,6,3,949.4150243783012,0,1857.0,0.488,948.7489284889008,21.0,0.839,0.0,1,1,0.9779843682540177
Existing Customer,59.7510771543449,M,3,Graduate,Married,$80K - $120K,Blue,36,1,6,0,15795.136906537204,2370,27368.0,0.806,4384.056175141438,54.0,0.902,0.08,0,0,0.08080660569660693
Attrited Customer,63.47275643909917,F,3,High School,Single,Less than $40K,Blue,36,2,9,3,1122.7474738175852,0,2145.0,0.577,788.608901406391,13.0,0.355,0.0,1,1,0.9996748441430555
Attrited Customer,64.01974223976406,F,1,College,Married,Unknown,Blue,37,2,5,3,,0,1461.0,0.563,989.670191953847,14.0,0.379,0.0,1,1,0.9898726002690847
Attrited Customer,54.09864060353642,M,2,Graduate,Married,$40K - $60K,Blue,20,4,7,3,2522.223083249396,1792,3865.0,0.904,687.717824706969,17.0,0.769,0.317,1,1,0.8631527616204981
Attrited Customer,59.83675416861445,F,4,Unknown,Married,Less than $40K,Blue,30,4,5,3,5098.772099419244,1668,7109.0,0.85,1775.3137618347555,44.0,0.66,0.19,1,0,0.012686248884960418
Attrited Customer,35.91525980307996,M,1,Unknown_Education,Single,,Blue,24,4,6,4,2415.455866423135,534,3635.0,0.836,3028.07186490142,27.0,0.795,0.128,1,1,0.7385531194266107
Existing Customer,62.43862821662128,F,3,High School,Married,Unknown,Blue,43,4,7,2,2383.0528365595646,0,4798.0,0.583,1013.7226501269256,35.0,0.636,0.0,0,1,0.6121686922229954
Attrited Customer,43.17907146491943,F,1,Unknown_Education,Divorced,Less than $40K,Blue,30,2,9,2,1268.0236866577875,1303,1419.0,0.391,939.0556397605892,41.0,0.833,0.479,1,1,0.827764505191862
Attrited Customer,62.75127158347679,F,1,Doctorate,Married,$40K - $60K,Blue,36,2,7,2,739.173818763288,0,1438.3,0.838,921.7588034145116,24.0,0.448,0.0,1,1,0.9969291434978432
Attrited Customer,48.31366208169571,F,5,Unknown_Education,Married,$40K - $60K,Blue,34,5,7,3,3635.9345078469664,1164,5971.0,1.127,1412.6953001642244,26.0,1.189,0.163,1,0,0.0008052825118217658
Existing Customer,66.84871213434874,M,0,Graduate,Single,$80K - $120K,Blue,56,4,9,3,630.747251045969,0,1438.3,0.794,1189.6787669298417,32.0,0.644,0.0,0,0,0.43601703647324735
Existing Customer,52.02420766246921,F,3,High School,Married,Less than $40K,Blue,36,4,6,2,2172.14962955303,0,3716.0,0.886,2039.977161819386,36.0,0.521,0.0,0,1,0.9548486972872863
Existing Customer,75.13709614282433,M,1,Uneducated,Married,$40K - $60K,Blue,56,3,8,2,770.7532679614236,2021,447.0,0.906,590.6236194282858,17.0,0.586,0.819,0,1,0.9507725830326459
Existing Customer,47.48831430382571,F,1,Graduate,Single,$40K - $60K,Blue,37,3,4,0,3735.6362641570217,1312,10752.0,0.462,1197.1862688305491,25.0,0.675,0.109,0,0,0.00818150923940682
Attrited Customer,63.43866985164221,F,5,Post-Graduate,Unknown,Less than $40K,Blue,33,3,7,2,3666.697917581989,2466,6607.0,0.446,2877.977340421108,19.0,1.069,0.272,1,1,0.5670026815932238
Attrited Customer,40.2034148314011,F,0,High School,Single,Less than $40K,Blue,18,6,4,4,551.0202487308534,0,1438.3,0.781,616.0635242086598,15.0,0.6,0.0,1,1,0.9961827513735712
Attrited Customer,46.22466570205252,F,3,High School,Married,Unknown,Blue,36,6,8,4,5005.189472259778,1281,10667.0,1.159,1202.3002521870949,23.0,0.889,0.107,1,0,0.0028257658052242124
Attrited Customer,74.2232459316848,F,0,Post-Graduate,Single,Less than $40K,Silver,39,6,7,3,5304.708405322557,2288,9408.0,0.973,867.3017305630385,31.0,0.765,0.196,1,1,0.9242845251213349
Attrited Customer,60.06733088728521,F,4,Unknown,Single,,Gold,36,6,5,3,6068.709594812467,1648,14339.0,0.732,602.9020610244539,12.0,1.25,0.103,1,1,0.617686516922687
Attrited Customer,47.40872773247187,M,2,Unknown_Education,Married,,Blue,30,6,6,3,7542.877569317646,1059,19739.0,1.049,1795.2909943304562,53.0,0.837,0.051,1,0,0.0022573104258453184
Existing Customer,62.0715771991794,M,1,College,Married,$80K - $120K,Blue,33,5,8,2,6957.516904865192,1211,15947.0,0.778,869.1306058379762,50.0,0.685,0.071,0,1,0.7609773044622405
Existing Customer,68.85076840408806,F,2,Unknown_Education,Married,,Blue,45,4,7,2,5969.023241489473,2086,11040.0,0.659,846.5243221582728,20.0,0.762,0.159,0,1,0.863730465650157
Attrited Customer,48.05267214720258,F,2,Doctorate,Married,$40K - $60K,Blue,33,1,6,3,,0,1604.0,0.644,546.2441759508654,20.0,0.516,0.0,1,1,0.9998744783501277
Attrited Customer,56.270408457920745,F,3,Graduate,Married,,Blue,36,5,6,3,6357.605201024246,484,17948.0,0.557,622.5271321979902,15.0,0.552,0.026,1,1,0.9981234875261776
Existing Customer,51.17531804264126,M,5,High School,Single,$40K - $60K,Blue,20,5,6,1,1456.2412295665729,1879,1105.0,0.675,2341.2653443634194,27.0,0.729,0.63,0,1,0.7105765199117605
Attrited Customer,70.73154476773138,F,2,Unknown_Education,Single,$40K - $60K,Blue,43,1,8,2,772.7927237829609,526,1117.0,0.829,621.1113992935964,20.0,0.583,0.32,1,1,0.9998759685199833
Existing Customer,45.70357097820824,M,2,Uneducated,Single,$80K - $120K,Blue,37,3,9,4,11419.976446723362,1592,17774.0,0.679,1446.9215870910932,39.0,1.0,0.082,0,0,0.013710111965820209
Existing Customer,73.67682696343871,F,1,Graduate,Unknown,Less than $40K,Blue,36,5,7,3,852.047543378542,2486,135.0,0.755,1247.4159152795348,47.0,0.733,0.948,0,0,0.04774524406780634
Existing Customer,67.92779310487865,M,3,High School,Married,Less than $40K,Blue,33,6,8,0,,1430,6287.0,0.822,451.7283352563808,17.0,0.85,0.185,0,0,0.34044554766537194
Existing Customer,60.57755889402162,F,4,Graduate,Married,Less than $40K,Blue,36,4,6,0,721.1854141278063,0,1717.0,0.619,339.926068411426,9.0,0.381,0.0,0,1,0.9689266844661298
Attrited Customer,38.01209383473629,M,0,Unknown,Single,$40K - $60K,Blue,17,5,7,2,2572.1780954182336,0,4610.0,0.794,560.4736949279815,24.0,0.4,0.0,1,1,0.9884441658209139
Existing Customer,52.877026626963016,F,2,Unknown_Education,Married,Less than $40K,Blue,31,4,7,3,3310.872678208605,2038,7721.0,0.622,1971.5418289190384,24.0,0.638,0.209,0,0,0.2837323905898453
Attrited Customer,51.82434432997578,F,3,Unknown_Education,Divorced,Less than $40K,Silver,38,4,4,3,5370.115351813811,1835,9292.0,2.368,628.691576392711,13.0,1.273,0.165,1,0,0.19596859645552914
Existing Customer,43.966478819711696,M,0,Unknown_Education,Divorced,$60K - $80K,Blue,22,3,8,3,3878.866717442023,0,6476.0,0.551,957.24592659511,37.0,0.65,0.0,0,1,0.8132456838353238
Attrited Customer,60.47708169395261,F,5,Unknown_Education,Single,Less than $40K,Blue,36,2,7,2,501.4136664390589,0,1636.0,0.694,1088.3855908625846,11.0,0.591,0.0,1,1,0.9653854342080885
Existing Customer,64.3695661486955,M,2,Unknown_Education,Married,$40K - $60K,Blue,37,6,6,1,1509.8201376541865,1525,1738.0,0.542,6079.070566311199,52.0,0.833,0.467,0,0,0.05889197200938317
Attrited Customer,65.37463291687351,F,4,Graduate,Unknown,Less than $40K,Blue,33,1,8,1,649.1398299849525,1305,674.0,0.702,1747.7187517263872,46.0,0.75,0.659,1,0,0.08475487613533746
Attrited Customer,62.04830157716356,M,5,High School,Single,$60K - $80K,Blue,35,3,5,2,,995,4952.0,0.724,1399.4959683743411,30.0,0.765,0.167,1,0,0.017788497426343034
Existing Customer,68.97515677868768,F,2,Unknown,Single,$40K - $60K,Blue,43,3,10,4,3027.853882603359,2517,3671.0,0.713,719.1300874551837,15.0,1.048,0.407,0,1,0.981160597549166
Existing Customer,55.2422443505814,F,4,Unknown_Education,Married,$40K - $60K,Blue,29,4,9,3,1251.3331352030098,1971,414.0,0.613,1234.7078178740524,38.0,0.653,0.826,0,0,0.009836318570359355
Existing Customer,59.05604743161933,F,2,Uneducated,Divorced,Less than $40K,Blue,49,5,7,1,705.7808257825803,680,758.3,0.77,1204.095441496037,44.0,0.691,0.473,0,0,0.025835254133621175
Existing Customer,48.488895540840005,F,2,High School,Single,Less than $40K,Blue,34,4,5,2,,1437,958.0,0.787,1848.689796285682,35.0,0.822,0.6,0,0,0.057696308522853144
Attrited Customer,62.01920848418413,M,3,Unknown,Single,$60K - $80K,Blue,32,1,6,3,2179.4775139339827,1046,3651.0,0.313,392.4486338644063,10.0,0.318,0.223,1,1,0.9990075617671986
Existing Customer,68.48653997687182,F,3,High School,Married,Less than $40K,Blue,42,4,8,3,544.171705841555,1108,330.3,0.782,1573.5227940190146,28.0,0.765,0.77,0,0,0.0018124126629720625
Existing Customer,69.7761984622557,F,1,High School,Single,Less than $40K,Blue,43,3,5,2,1072.488732055207,1934,989.0,0.577,913.4748415466725,38.0,0.7,0.662,0,1,0.5723164567221461
Attrited Customer,73.86997460264138,F,2,Unknown,Single,Less than $40K,Blue,36,3,8,4,1460.615218935459,411,2164.0,0.833,1156.9384114893728,21.0,0.593,0.16,1,1,0.9437455919906124
Existing Customer,40.85647703855955,F,2,College,Divorced,Less than $40K,Blue,14,4,9,3,994.539377960134,2130,419.0,0.693,792.8560526783303,27.0,0.794,0.836,0,1,0.9736570476532775
Existing Customer,46.5734135445763,F,4,Unknown_Education,Married,Unknown,Blue,36,5,7,4,,1775,6892.0,0.729,791.3562026958442,34.0,0.533,0.205,0,1,0.9758048938413307
Existing Customer,61.28762834048585,M,1,Unknown_Education,Divorced,$80K - $120K,Silver,38,3,7,3,16648.49576608989,802,33714.0,0.899,709.032866357593,12.0,0.8,0.023,0,1,0.9843403885060024
Attrited Customer,56.36886762687654,F,3,High School,Married,$40K - $60K,Blue,36,1,6,4,1377.6012350118417,0,4527.0,0.801,898.2920446515611,16.0,0.37,0.0,1,1,0.9993057644499526
Attrited Customer,71.56463088934908,F,1,Uneducated,Married,$40K - $60K,Blue,44,5,5,3,2052.5112793406447,1711,3845.0,1.434,627.7508386125552,11.0,1.625,0.308,1,0,0.24868884111931977
Existing Customer,47.07312649067494,M,2,Unknown_Education,Single,$60K - $80K,Blue,34,1,6,2,2728.440296399764,1434,4838.0,1.172,1133.7366990537123,33.0,1.2,0.229,0,0,0.07247528361629464
Existing Customer,54.39729067109735,F,5,Unknown_Education,Married,Less than $40K,Blue,22,2,5,3,3731.205505536422,896,5843.0,0.765,6331.485447297453,64.0,0.855,0.133,0,1,0.8417977395201903
Existing Customer,48.97060022704795,M,2,Unknown_Education,Single,$60K - $80K,Blue,36,5,6,2,2959.60122219655,2480,5097.0,0.435,344.26775659669124,14.0,0.167,0.327,0,1,0.966531080617102
Existing Customer,57.17571419079353,F,1,Graduate,Married,Less than $40K,Blue,30,1,6,3,755.4934030774097,803,1216.0,0.882,3819.107622084114,44.0,0.478,0.398,0,1,0.7347159238559022
Existing Customer,60.38560080489389,M,2,Unknown,Married,$80K - $120K,Blue,43,6,9,2,1737.152395636347,1519,4255.0,0.458,2169.401692560826,28.0,0.667,0.263,0,1,0.8142294875196495
Attrited Customer,54.22645386404201,F,3,Graduate,Single,Unknown,Blue,36,3,6,2,1376.5148789878713,0,3375.0,0.629,3414.45841789947,50.0,0.807,0.0,1,0,0.03927959065321001
Attrited Customer,55.02014588552743,M,4,Unknown_Education,Married,$60K - $80K,Blue,36,3,6,2,3830.669161117648,1737,5006.0,0.598,852.9895977158121,11.0,0.579,0.258,1,1,0.9288311848528366
Existing Customer,34.30370584666325,M,0,Graduate,Single,$60K - $80K,Blue,13,3,9,3,2718.943603944412,0,7102.0,0.537,795.2131396502483,21.0,0.281,0.0,0,1,0.9948329159540866
Attrited Customer,57.717340221114085,F,4,Unknown_Education,Single,,Silver,30,2,6,2,15567.310445544428,1963,32553.0,0.758,4743.671663374324,45.0,0.792,0.057,1,1,0.9190634541496613
Existing Customer,52.513161604984845,M,4,College,Married,$60K - $80K,Blue,24,3,10,4,3388.941349731351,0,6231.0,1.054,551.0438906746542,13.0,0.875,0.0,0,1,0.987700577854672
Existing Customer,50.58022812247625,M,2,Uneducated,Married,$80K - $120K,Gold,33,5,9,2,13339.730082472664,1642,32874.0,0.891,1819.0085379437608,33.0,0.868,0.048,0,0,0.009090961514030433
Existing Customer,61.50215894710199,M,5,Post-Graduate,Unknown,$40K - $60K,Blue,36,1,6,2,6079.552124215835,2330,8201.0,0.757,3037.8258845150854,44.0,0.662,0.221,0,1,0.9793615954815756
Attrited Customer,77.65764507597132,M,0,Unknown_Education,Married,Less than $40K,Blue,56,6,6,0,974.1350364567696,1915,300.0,0.794,558.1437157308616,12.0,0.588,0.865,1,1,0.5307733130295472
Attrited Customer,64.34604273265666,F,2,Unknown_Education,Married,Less than $40K,Blue,43,1,8,3,2086.567394395944,1039,2644.0,0.595,1710.2481439633102,28.0,0.755,0.282,1,1,0.9680376140922602
Existing Customer,46.08555201599973,F,2,Graduate,Divorced,Less than $40K,Blue,31,5,9,4,,918,5880.0,0.671,1223.1289472570202,28.0,0.605,0.135,0,0,0.051521006426677673
Existing Customer,85.2930492812243,M,1,Uneducated,Married,$60K - $80K,Blue,36,6,7,3,3323.449849189629,1669,7852.0,1.308,1187.737772627062,23.0,0.4,0.175,0,0,0.008325017923960544
Existing Customer,47.272136762851375,M,2,Post-Graduate,Married,$80K - $120K,Blue,37,5,5,1,18329.22274532689,0,34058.0,0.552,1526.009108857897,30.0,0.781,0.0,0,0,0.1464740462084707
Existing Customer,64.13222199127951,F,4,Uneducated,Single,Less than $40K,Blue,51,5,7,3,1326.3478002082054,1446,2099.0,0.638,1261.888590753486,30.0,0.917,0.408,0,0,0.015152085008505992
Existing Customer,70.26106766769001,F,2,Uneducated,Divorced,Less than $40K,Silver,34,6,9,2,,2222,11656.0,0.853,562.8156846389536,20.0,0.357,0.16,0,1,0.9800482573327647
